SST (h),Natural Failures,Hard Capacity Removal (%),Natural Loss (%),Total Loss (%),Final Capacity (%),Throttled Load (%),Dropped Load (%),Operational Nodes,alpha,Method,Scenario
3.6166666666666667,38,0.0,40.61687183799531,40.61687183799531,59.383131312891244,0.0,0.11908365419526674,62,0.7,No Defence,20
3.533333333333333,38,0.0,40.387577954300355,40.387577954300355,59.61243267460308,0.0,0.11577144782380924,62,0.7,No Defence,21
5.45,40,0.0,41.13713222801457,41.13713222801457,58.86287657654431,0.0,0.08306990647404973,60,0.7,No Defence,22
3.216666666666667,41,0.0,40.78817691471279,40.78817691471279,59.21181770423458,0.0,0.13357015267317257,59,0.7,No Defence,23
4.55,43,0.0,41.18084128260578,41.18084128260578,58.81915914674424,0.0,0.1033250739078138,57,0.7,No Defence,24
5.0,43,0.0,40.50892656136873,40.50892656136873,59.491078578941824,0.0,0.0841590659403065,57,0.7,No Defence,25
4.166666666666667,43,0.0,40.329397386838,40.329397386838,59.6706018722152,0.0,0.10461946731017999,57,0.7,No Defence,26
4.15,41,0.0,41.333801113995804,41.333801113995804,58.66620736297528,0.0,0.10444807040963014,59,0.7,No Defence,27
4.466666666666667,44,0.0,40.31434420413976,40.31434420413976,59.685657716571136,0.0,0.09775241669060504,56,0.7,No Defence,28
5.15,40,0.0,40.60679282960212,40.60679282960212,59.39320781404799,0.0,0.08405701392547922,60,0.7,No Defence,29
4.483333333333333,46,0.0,40.212002254051136,40.212002254051136,59.78800915469535,0.0,0.09540446272883735,54,0.7,No Defence,30
3.8666666666666667,36,0.0,40.14663742214843,40.14663742214843,59.85335983868888,0.0,0.11118181324019924,64,0.7,No Defence,31
3.9166666666666665,43,0.0,40.78254094107227,40.78254094107227,59.217461412512186,0.0,0.11638511110826467,57,0.7,No Defence,32
4.883333333333333,43,0.0,41.19580673636085,41.19580673636085,58.804190107585896,0.0,0.0911508781075749,57,0.7,No Defence,33
5.2,43,0.0,40.008529688613685,40.008529688613685,59.99146370813925,0.0,0.09097348828845855,57,0.7,No Defence,34
5.0,44,0.0,40.56944267060288,40.56944267060288,59.430557094208936,0.0,0.091374731066879,56,0.7,No Defence,35
4.966666666666667,42,0.0,40.353204325102524,40.353204325102524,59.64678408560555,0.0,0.08886053306238119,58,0.7,No Defence,36
3.65,41,0.0,40.11836591531737,40.11836591531737,59.88163076904467,0.0,0.11591300936137353,59,0.7,No Defence,37
4.883333333333333,41,0.0,40.75285467489031,40.75285467489031,59.24715464982718,0.0,0.08675232284088683,59,0.7,No Defence,38
3.033333333333333,36,0.0,40.8051552401493,40.8051552401493,59.194837391326814,0.0,0.14017138712804578,64,0.7,No Defence,39
4.583333333333333,43,0.0,41.284846434301734,41.284846434301734,58.715149776253604,0.0,0.0975444331968845,57,0.7,No Defence,40
4.75,42,0.0,41.15493915588411,41.15493915588411,58.84505207239226,0.20631574721884702,0.19551273675838693,58,0.7,Heuristic Pruning (Graceful Drain),1
5.983333333333333,40,0.0,40.94593352916115,40.94593352916115,59.05407019410814,0.175640058051997,0.1656561235180441,60,0.7,Heuristic Pruning (Graceful Drain),2
5.55,40,0.0,41.429318732822644,41.429318732822644,58.57067132479982,0.19654757065122874,0.1797907754628811,60,0.7,Heuristic Pruning (Graceful Drain),3
4.15,40,0.0,41.14295837413608,41.14295837413608,58.85704853254236,0.24692459492310465,0.2257982644994002,60,0.7,Heuristic Pruning (Graceful Drain),4
6.1,42,0.0,40.288322182620654,40.288322182620654,59.7116670899267,0.166979395192818,0.15576140630554847,58,0.7,Heuristic Pruning (Graceful Drain),5
4.6,35,0.0,40.96983953435813,40.96983953435813,59.03016227715088,0.21349376245793375,0.20195732098980532,65,0.7,Heuristic Pruning (Graceful Drain),6
4.35,41,0.0,41.5031600732028,41.5031600732028,58.49683542136628,0.23963669654681108,0.22230620304009327,59,0.7,Heuristic Pruning (Graceful Drain),7
5.533333333333333,42,0.0,40.811469333504405,40.811469333504405,59.18852825762087,0.18514363715957874,0.17047258278675004,58,0.7,Heuristic Pruning (Graceful Drain),8
4.033333333333333,40,0.0,41.34121572990258,41.34121572990258,58.658783180405294,0.2508102939666069,0.23963874215976183,60,0.7,Heuristic Pruning (Graceful Drain),9
4.933333333333334,43,0.0,40.305886081185804,40.305886081185804,59.69411055058826,0.2202739678397118,0.19497516035716372,57,0.7,Heuristic Pruning (Graceful Drain),10
5.383333333333333,42,0.0,41.36367677395121,41.36367677395121,58.636317312533414,0.20650555495940595,0.18280106713683167,58,0.7,Heuristic Pruning (Graceful Drain),11
5.516666666666667,40,0.0,40.456105127221456,40.456105127221456,59.543888935239806,0.20646378598576987,0.1854070072427089,60,0.7,Heuristic Pruning (Graceful Drain),12
3.8,37,0.0,40.22821809240897,40.22821809240897,59.771781986815554,0.2812617435985244,0.24800093790721725,63,0.7,Heuristic Pruning (Graceful Drain),13
4.533333333333333,37,0.0,40.1918472014021,40.1918472014021,59.80814961025723,0.24016942295443372,0.21907086583014493,63,0.7,Heuristic Pruning (Graceful Drain),14
4.3,36,0.0,40.59136513020237,40.59136513020237,59.408636839462595,0.25604631398147276,0.22978723458088318,64,0.7,Heuristic Pruning (Graceful Drain),15
6.35,40,0.0,40.27094516684123,40.27094516684123,59.72904906297445,0.16463270439974442,0.1498114369804699,60,0.7,Heuristic Pruning (Graceful Drain),16
4.783333333333333,41,0.0,40.8493281977238,40.8493281977238,59.150667859241516,0.22978648258114584,0.20487533219396897,59,0.7,Heuristic Pruning (Graceful Drain),17
5.816666666666666,39,0.0,40.04895160174442,40.04895160174442,59.951045132027346,0.18059712593540167,0.1633661498649183,61,0.7,Heuristic Pruning (Graceful Drain),18
5.133333333333333,37,0.0,40.547011826025624,40.547011826025624,59.45298588770237,0.19671698168837976,0.18222978364026665,63,0.7,Heuristic Pruning (Graceful Drain),19
5.166666666666667,39,0.0,40.87686229098909,40.87686229098909,59.123138159137554,0.21341613737194762,0.19789737583431494,61,0.7,Heuristic Pruning (Graceful Drain),20
4.483333333333333,40,0.0,40.52037627034456,40.52037627034456,59.479638066315886,0.2290483406727068,0.2113832165532562,60,0.7,Heuristic Pruning (Graceful Drain),21
